content,score,thumbsUpCount,at,clean_content
Developer tolong perbaiki. Saya sedang memesa shopeefood tiba2 akun log out sendiri dan tidak bisa login dengan cara apapun. Sudah 20 menit saya mencoba terus tapi sistem gangguan terus,1,0,2023-02-06 04:44:29,develop tolong perbaiki memesa shopeefood akun log out login apapun menit mencoba sistem gangguan
Terlambat 1 hari malah nambah angsuran harus bayar. Jadi doble. Jadi pusing . Sungguh sangat mencekik. 👎👎👎👎👎👎👎,1,0,2022-10-06 03:46:49,terlambat nambah angsuran bayar dobl puse sungguh mencekik
Saya di tipu beli sepatu malah datangnya gak sesuai yang ada di foto harga lumayan sekarang saya cht si penjual gak di bales gimana Shopee proses yang cepet dikit lah,1,0,2022-12-16 02:55:49,tipu beli sepatu datangnya gak sesuai foto harga lumayan cht si penjual gak bale gimana shope prose cepet dikit
"Makin lemot, mau buka halaman aja eror terus, uninstall dan hapus cahce berkali² ga mempan tetep eror. Mau gak pake app shopee tapi masih ada dana shopeepay di aplikasinya. Tolong tanggungjawabnya ya pihak shopee, segera diselesaikan!!",1,0,2023-01-09 00:09:04,lemot buka halaman aja eror uninstal hapu cahc berkali ga mempan tetep eror gak pake app shope dana shopeepay aplikasinya tolong tanggungjawabnya ya shope diselesaikan
Makin lama. Makin gk karuan. UPS HALAMAN SEDANG DALAM PERBAIKAN... MOHON TUNGGU SEBENTAR ........... ... Terus terus in.....,1,1,2022-12-24 16:54:45,gk karuan up halaman perbaikan mohon tunggu sebentar in
Aplikasi nya gak jelas di donglot ga bisa padahal ruang penyimpanan saya besar,1,0,2023-03-16 12:42:02,aplikasi nya gak donglot ga ruang penyimpanan
"Lemot bug ngelek semua di aplikasi ini, barang banyak yang tidak sesuai juga",1,0,2023-02-25 11:12:07,lemot bug ngelek aplikasi barang sesuai
"Wah.. parah ini sekarang ada biaya layanan seribu per Checkout... Udah lahh unistall ajah,, pindah ke tetangga sebelah yg lebih wahhh gratis ongkir dan cashback nya...",1,21,2022-10-24 02:27:22,parah biaya layanan seribu checkout udah lahh unistal ajah pindah tetangga sebelah yg wahhh grati ongkir cashback nya
"Makik hancor sinyal, bukan nya di perbaiki secepatnya, pelanggan banyak ngeluh, trima kasih sebelumnya",1,188,2022-12-15 08:23:40,makik hancor sinyal nya perbaiki secepatnya pelanggan ngeluh trima kasih
Kebanyakan lag shopie skrang,1,0,2023-04-05 17:03:44,kebanyakan lag shopi skrang
Kenapa saldo saya tiba-tiba di ambil untuk pembayaran yang saya sendiri tidak tau dan tidak setujui? Ini sangat merugikan 😤🤬😡,1,0,2023-02-05 18:15:53,saldo tibatiba ambil pembayaran tau setujui merugikan
"Mau bayar paylater tapi gk bisa login karena disurih scan qr sedangkan hp yg lama udah dijual, gimana caranya ini, sekarang malah error mulu mau masukkin nomer rekening",1,0,2023-03-02 10:25:58,bayar paylat gk login disurih scan qr hp yg udah dijual gimana error mulu masukkin nomer reken
Setelah ugret malah aplikasi gak bisa buat ntn Vidio TDK bisa buat pecahin telur pokokya malah buruk,1,0,2023-01-14 04:46:11,ugret aplikasi gak ntn vidio tdk pecahin telur pokokya buruk
Apa karyawan shoope pada malas ya.repot penjual tidak di tanggapi masih aja dia jualan.padahal dia menipu .jualan panci set yang dikirim tali sepatu barang kecil begituan Lihat itu banyak yang ketipu,1,0,2022-10-02 04:31:51,karyawan shoop mala yarepot penjual tanggapi aja jualanpadah menipu jualan panci set dikirim tali sepatu barang begituan lihat ketipu
LEMOT SEKALI TOLONG BETULIN,1,0,2023-02-11 13:02:35,lemot tolong betulin
"Makin lama makin buruk aplikasi nya, ngelag2. Lebih bagus aplikasi tetangga",1,0,2023-01-14 15:46:42,buruk aplikasi nya ngelag bagu aplikasi tetangga
"Udah update kok disuruh update lagi, gak jelas",1,0,2022-09-22 06:05:34,udah updat disuruh updat gak
Apk ngeleg,1,0,2022-08-29 09:47:29,apk ngeleg
"Jasa krim lama, 10 hari barang belum sampai, sekarang juga belum sampai",1,0,2023-02-18 03:20:19,jasa krim barang
"Shoopee makin kesini makin menurun pelayanannya.. 1. gratis ongkir gak kayak dulu yg benar2 Rp 0. 2. Mulai ada biaya2 tambahan...biaya pelayanan lah, biaya penanganan lah... 3. Isi saldo shopeepay skrg mulai kena admin, gak free lagi.. Tlg kembalikan suasana seperti dulu yang betul2 menservis konsumen. Belajar dari Gojek, yg dulu byk peminat skrg perlahan2 mulai ditinggal krn pelayanannya semakin menurun.. Saran ya min 🙏",1,2,2022-12-02 07:12:54,shoope kesini menurun pelayanannya grati ongkir gak kayak yg rp biaya tambahanbiaya pelayanan biaya penanganan isi saldo shopeepay skrg kena admin gak free tlg kembalikan suasana menservi konsumen belajar gojek yg byk peminat skrg perlahan ditingg krn pelayanannya menurun saran ya min
"Kok salah satu sih?,Padahal salah kurir!saya pesan cod tapi kurir NY gk ad ngetok!!! Dan nelfon /hubungi saya, udh 3 kli kaya gini dan cod sy g bisa di pake lagi.pdhl bkn salah sya!!,kurir NY yg g TDK menghubungi sya, pdhl sy sudah menunggu di depan rumah dngn hp sya!!. Gimana si shope tolong kurir NY di benerin y, KLO udh di benarkan sy kasi bintang 5",1,0,2022-09-11 01:46:10,salah sihpadah salah kurirsaya pesan cod kurir ny gk ad ngetok nelfon hubungi udh kli kaya gini cod sy g pake lagipdhl bkn salah syakurir ny yg g tdk menghubungi sya pdhl sy menunggu rumah dngn hp sya gimana si shope tolong kurir ny benerin y klo udh benarkan sy kasi bintang
Tidak bisa membatalkan pesanan,1,0,2023-04-07 05:44:55,membatalkan pesanan
"Lemooot,",1,0,2022-09-29 12:14:09,lemooot
Beli listrik di apk ini asli bikin emosi,1,0,2022-09-27 11:34:07,beli listrik apk asli bikin emosi
Mending lazada aja bang dri pada bug trs awkwoawk,1,0,2023-02-19 15:39:40,mend lazada aja bang dri bug tr awkwoawk
Shopee yang sekarang sudah nggak jelas burikkkk,1,0,2022-09-01 07:43:36,shope nggak burikkkk
Luh klo nawarin Iklan Jan di Game Stumble Guys K0NT0L gw jadi Susah Buat Main Ni Gem,1,0,2022-08-22 09:50:28,luh klo nawarin iklan jan game stumbl guy kntl gw susah main ni gem
KECEWA DENGAN KEBIJAKAN SHOPEE. SAYA MINTA PENGEMBALIAN BARANG TIDAK DISETUJUI PADAHAL SAYA YANG DIRUGIKAN KARENA BARANG TIDAK TEPAT WAKTU!!!! EKSPEDISI JNT YANG SALAH.... SAYA YANG JADI KORBAN!!! UNTUK SHOPEE 👎👎👎👎👎👎👎👎,1,0,2022-10-21 13:30:46,kecewa kebijakan shope pengembalian barang disetujui dirugikan barang ekspedisi jnt salah korban shope
Jlk banget jir,1,0,2023-04-03 12:46:58,jlk banget jir
Woy ini juga klan nya gak main main lagi nelpon tiba tiba iklan shopee shopee ku kasi bintang 1 gak ramah,1,0,2022-08-18 01:23:28,woy klan nya gak main main nelpon iklan shope shope ku kasi bintang gak ramah
Sekarang kita gak bisa pilih layanan jasa ekspedisi semua sudah di atur harus pakai shopee express. Hello layanan shopee express sangat lama dan tidak memuaskan,1,0,2023-01-11 12:35:07,gak pilih layanan jasa ekspedisi atur pakai shope express hello layanan shope express memuaskan
Shope gajelas,1,0,2022-12-24 05:45:06,shope gajela
"Udah parah banget produk jamu aja udah gak bisa masuk, kena periksa mulu, dulu bagus banget aplikasi nya sekarang udah kecewa",1,0,2023-04-07 23:38:00,udah parah banget produk jamu aja udah gak masuk kena periksa mulu bagu banget aplikasi nya udah kecewa
"Benerin aplikasi kesel banget gua , di update bukanya ada perubahan malah makin berat, buka aplikasi Tokopedia lazada e-commerce lain lancar giliran shoope di buka ga muncul sama sekali logo , benerin ni aplikasi lu jangan cuma gimick² diskon doang",1,0,2023-02-14 06:36:22,benerin aplikasi kesel banget gua updat bukanya perubahan berat buka aplikasi tokopedia lazada ecommerc lancar giliran shoop buka ga muncul logo benerin ni aplikasi lu gimick diskon doang
Agen kurang diseleksi,1,0,2023-01-08 05:03:46,agen diseleksi
Selalu bohong kalau Sophie pinjamnya,1,0,2022-11-30 12:31:25,bohong sophi pinjamnya
Maaf 3 dulu yah karena kurng suka shopee sekarang jasa pengirimannya dk bisa pilih sendiri.,1,0,2022-12-01 12:00:57,maaf yah kurng suka shope jasa pengirimannya dk pilih
"Sangat burukkkk ... Selalu bug. Lemot. Terlalu berat pdhal device memadai. Tolong diperbaiki. Pembaruan bukanya makin bner mlah makin ancurrrr. Baca keluhan para pengguna, jangan hanya update tnpa memperhatikan keluhan. Untuk apa adanya ulasan dan tingkatan bintang kalo developer aja enggan baca keluhan kita sbg pengguna.",1,0,2022-08-04 16:33:59,burukkkk bug lemot berat pdhal devic memadai tolong diperbaiki pembaruan bukanya bner mlah ancurrrr baca keluhan pengguna updat tnpa memperhatikan keluhan ulasan tingkatan bintang kalo develop aja enggan baca keluhan sbg pengguna
apk ini mulai dulu lemot pekerjaan yg paling membunuh adalah pekerjaan menunggu kayak monyet menunggu keajaiban...,1,0,2022-11-04 16:34:56,apk lemot pekerjaan yg membunuh pekerjaan menunggu kayak monyet menunggu keajaiban
Pengiriman bermasalah untuk klaim pengembalian dana bertele2 intinya diantara penyedia jasa yg lain ini terburuk.,1,0,2022-09-13 13:24:19,pengiriman bermasalah klaim pengembalian dana bertel intinya penyedia jasa yg terburuk
Sekarang minimal belanja 40ribu baru lah gratis ongkir dan cuma dapat potongan ongkir 25ribu...,1,77,2022-09-06 17:55:54,minim belanja ribu grati ongkir potongan ongkir ribu
aplikasi tidak berguna tidak manfaat...,1,0,2022-07-18 10:57:13,aplikasi berguna manfaat
Kaka Shopee paynya lemot parah yang keluar hanya memuat 0%terus dari pagi padahal sudah memakai wifi ato jaringan Telkomsel yang sangat stabil,1,0,2023-04-08 05:39:58,kaka shope paynya lemot parah memuat pagi memakai wifi ato jaringan telkomsel stabil
Sekarang ada biaya pelayanan... Gk kaya dulu... Makin mahal jadinya beli barang,1,0,2022-11-14 23:54:48,biaya pelayanan gk kaya mahal beli barang
Tak pantas,1,0,2023-01-03 22:44:44,
"Gak bisa lebih lelet lagi aplikasinya,,setiap kali bayar lemotnya minta ampun,mau beli susah amat...kapan di perbaiki jangan sampai merugikan,,,",1,0,2022-12-04 11:41:08,gak lelet aplikasinyasetiap kali bayar lemotnya ampunmau beli susah amatkapan perbaiki merugikan
"INI APLIKASI KENAPA SIH, MAU LOGIN ULANG AJA GA BISA. BAGIAN ""SAYA"" GA BISA DIBUKA SAMSEK. MAU NYURUH PASTIIN SINYAL AMAN? INI PAKE APLIKASI LAINNYA DENGAN SINYAL SEGINI NORMAL ANJIR, MAU PASTIIN TERBARU? INI GUA DOWNLOAD ULANG YA BIAR TERBARU.",1,0,2022-10-22 09:50:29,aplikasi sih login ulang aja ga ga dibuka samsek nyuruh pastiin sinyal aman pake aplikasi sinyal segini normal anjir pastiin terbaru gua download ulang ya biar terbaru
"Aplikasi lambat, jaringan ok padahal",1,0,2022-10-10 10:14:19,aplikasi lambat jaringan ok
"sopi semakin lemot, gak guna.",1,0,2023-03-30 14:33:41,sopi lemot gak
Kenapa saya tidak bisa login sudah tes dua akun dan dua hp tetap tidak bisa login,1,0,2022-10-06 01:44:34,login te akun hp login
Halaman utama gk jelas,1,0,2022-12-23 15:54:24,halaman utama gk
Kurir nya susah di hubungi,1,0,2023-04-12 06:34:27,kurir nya susah hubungi
Dana saya gak di kembali2 kan chat costumer Shopee nya malah di lego2 suru ini dan itu tp pengembalian dana saya gak masuk2 sangat buruk sistem shopee,1,0,2022-11-29 16:43:30,dana gak chat costum shope nya lego suru tp pengembalian dana gak masuk buruk sistem shope
Sesudah di abret tambah risih padahal ram hp saya gede tetep lemot meding kaya dlu lgi deh lebih agak gak lmt bgt dan juga dikit ada yg jualan gak sesuai dengan sampe ya juga.,1,0,2023-01-13 09:07:28,abret risih ram hp gede tetep lemot mede kaya dlu lgi deh gak lmt bgt dikit yg jualan gak sesuai samp ya
Buka shoppe kok lama banget!,1,0,2022-07-24 11:54:48,buka shopp banget
Makin gak jelas,1,0,2022-12-24 05:03:53,gak
"Lemot akut,,, bahkan sampai gak bisa kebuka setiap mau liat barang yg menarik....😭😭",1,0,2022-07-18 14:32:22,lemot akut gak kebuka liat barang yg menarik
"Shopee mau bangkrut ,limit anjlok semua💩💩💩",1,0,2022-07-16 16:05:25,shope bangkrut limit anjlok
Top up skrg kena cas ngk kaya kmren2,1,1,2022-12-11 21:58:07,top up skrg kena ca ngk kaya kmren
Cara ngejebak biar org download aplikasi nya pinter dan ternyata hanya pembohongan saja,1,0,2023-03-30 02:38:10,ngejebak biar org download aplikasi nya pinter pembohongan
Kenapa sekarang shopeefood jangkauannya cuma 5km. Auto diluar jangkauan semua cuk,1,0,2022-12-25 10:32:25,shopeefood jangkauannya km auto diluar jangkauan cuk
Makin lemot,1,0,2022-10-08 09:44:33,lemot
lelet bgt:(,1,0,2023-02-16 11:57:25,lelet bgt
"makin lama g jls aplikasinya, lemot jadi makan kuota. g ada gratis ongkir padahal belanja udh diatas batas maksimal S&K voucher gratis ongkir, biasanya tanggal kembar/tanggal 25 ada gratis ongkir ini mah g ada makin bnyk biaya. saya kasih bintang satu deh, padahal saya udh langganan shopee sangat kecewa dengan pelayanan shopee yg skrng!!!!!!!",1,0,2022-12-15 01:40:34,g jl aplikasinya lemot makan kuota g grati ongkir belanja udh diata bata maksim sk voucher grati ongkir tanggal kembartangg grati ongkir mah g bnyk biaya kasih bintang deh udh langganan shope kecewa pelayanan shope yg skrng
"Dari zaman mono sampai android, baru kali ini nemu Aplikasi Super Lemot yg selalu minta update, yg menguras daya battery, yg menguras kuota dan yg memakan bnyk ruang penyimpanan/RAM serta mengganggu kinerja jaringan ponsel dan paling banyak Sampah! Mau sampai kapan begini , Min !!? Sampai pengguna menghapus dan berpindah ke Apk serupa yg lain !?!?",1,1,2022-10-28 13:30:26,zaman mono android kali nemu aplikasi super lemot yg updat yg mengura daya batteri yg mengura kuota yg memakan bnyk ruang penyimpananram mengganggu kinerja jaringan ponsel sampah min pengguna menghapu berpindah apk yg
"lemot parah, gimana mau belanja",1,1,2022-10-10 08:57:46,lemot parah gimana belanja
Sangat sangat jelek aplikasi nya 🤮,1,0,2022-09-25 04:36:56,jelek aplikasi nya
Aplikasinya loading sekali,1,0,2022-10-05 11:48:45,aplikasinya load
Kebanyakan biaya layanan & biaya penangan maaf ya shope kali ini saya tidak akan mengandalkanmu lagi.,1,0,2022-12-06 14:38:04,kebanyakan biaya layanan biaya penangan maaf ya shope kali mengandalkanmu
"Parah payah nya shopee tiap hari gak nisa masuk beranda dam selalu harus kembali ke halaman utam berkali kali,bilang aja kalau bangkrut",1,0,2022-12-23 21:15:26,parah payah nya shope gak nisa masuk beranda dam halaman utam berkali kalibilang aja bangkrut
"Aplikasi belanja online yang sangat cocok buat main game. Karena game nya banyak meskipun tidak menghasilkan uang, karena hadiah yg diberikan paling cuma Rp 5, kalo mau main game lebih harus isi koin... Ini Marketplace ato game on-line ??? Dan penjual nakal masih banyak yg numpang hidup disini. Dan didukung oleh shoppe. Kalo pembeli tahu dia ditipu dan menolak barangnya maka yg dihukum pembelinya dengan dinonaktifkan akunya. Sehingga penjual nakalnya masih bebas jadi benalu disini. T 41 45 U.",1,26,2022-12-27 21:24:51,aplikasi belanja onlin cocok main game game nya menghasilkan uang hadiah yg rp kalo main game isi koin marketplac ato game onlin penjual nakal yg numpang hidup didukung shopp kalo pemb ditipu menolak barangnya yg dihukum pembelinya dinonaktifkan akunya penjual nakalnya beba benalu t u
🥴,1,0,2022-12-23 12:25:47,
APK TOLOL,1,0,2022-08-06 15:31:09,apk tolol
"jadi malas belanja di shoppe kebanyakan,kebesaran pajaknya walaupun gratis ongkir tpi ttp ada aja biaya pajak nya.shoppe sekarang udah gk ky dulu lagi",1,0,2023-01-05 00:27:32,mala belanja shopp kebanyakankebesaran pajaknya grati ongkir tpi ttp aja biaya pajak nyashopp udah gk ky
Bintang berbicara,1,0,2022-10-16 15:37:51,bintang berbicara
Kebanyakan sellernya ga amanah beda sama toko sebelah udah berapa kali saya pesan tapi barangnya palsu padahal harga udah lumayan sih ga murah agak mahal lah menurt saya bahkan harga tersebut sama seperti harga barang aslinya jangan dowload kalok masih ragu,1,0,2022-08-17 22:39:34,kebanyakan sellernya ga amanah beda toko sebelah udah kali pesan barangnya palsu harga udah lumayan sih ga murah mahal menurt harga harga barang aslinya dowload kalok ragu
Iklan di mana mana padahal ngga pakai shoppe malah di suruh download ngapain babi,1,0,2022-09-13 22:18:14,iklan ngga pakai shopp suruh download ngapain babi
"Mantab ,tambah lagi diskon dan vouchernya Awalnya Hingga pada th 2022 Buka gambar lemot, scrool lemot Mau bayar lemot Terakhir Verifikasi wajah gak bisa2 Mbuh piye karepe?",1,0,2022-08-19 07:09:59,mantab diskon vouchernya th buka gambar lemot scrool lemot bayar lemot verifikasi wajah gak mbuh piy karep
Alkohol dijual tp klo rokok gk di jual disini,1,0,2022-12-13 10:52:47,alkohol dijual tp klo rokok gk jual
"Lemot banget,",1,0,2022-09-03 12:21:43,lemot banget
"Apaan sih sebelum di updet lancar"" aj malah setelah di updet fersi terbaru lemotnya minta ampun,tolong di perbaiki klo sistem ttp begini jangan salahkan kami pindah belanja ke aplikasi lain, sebelum""nya GK pernah tuh lemot"", sinyal lancar internet ok eh skrang ttp lemot aj,jd males mau buka shopee setiap buka apa"" sllu gagal eror lah apalahhhh huuuu nyesel gwe updet aplikasinya barusan",1,0,2022-08-12 07:43:01,sih updet lancar aj updet fersi terbaru lemotnya ampuntolong perbaiki klo sistem ttp salahkan pindah belanja aplikasi gk tuh lemot sinyal lancar internet ok eh skrang ttp lemot ajjd male buka shope buka sllu gagal eror apalahhhh huuuu nyesel gwe updet aplikasinya barusan
"Minta tolong dari shopee nyaa...kalau ad pesanan yg di krim,minta di cantum kn no kurik yg mengantarkan nya,biar bisa di chat.... supaya bisa janji ketemunya, siapa tau kita gk ad di rmh,tpi kurir nya kermh ... sedang kn kita gak add... Minta tolong admin shopee... Dan sering terjadi keterlambatan yg cukup lama..bisa 3 harii.... minta tlong di perbaiki kinerja nya Maaf sebelumnya.... Cuma masukan saja",1,0,2022-07-29 05:51:34,tolong shope nyaakalau ad pesanan yg krimminta cantum kn no kurik yg mengantarkan nyabiar chat janji ketemunya tau gk ad rmhtpi kurir nya kermh kn gak add tolong admin shope keterlambatan yg lamabisa harii tlong perbaiki kinerja nya maaf masukan
Ok,1,0,2023-01-14 03:57:14,ok
Hu caperrr,1,0,2023-01-25 16:41:08,hu caperrr
Kok sopeepay nya gak bisa di buka padahal uda di abdet,1,0,2022-12-28 11:35:40,sopeepay nya gak buka uda abdet
"Shopee semakin di update semakin loading ,parah dah",1,0,2022-10-08 12:57:22,shope updat load parah dah
"Aplikasinya sangat lemot/berat untuk size yang kecil,game besar aja lancar dihpku masa shopee ngelag",1,0,2023-03-26 02:11:23,aplikasinya lemotberat size kecilgam aja lancar dihpku shope ngelag
